TAG	1121259.3	1214564.3	1387555.3	1387557.3	1387569.3	31899.1	351627.8	608506.3	632292.3	632335.8	632348.3	632516.3	632518.3
TAG1524	fig|1121259.3.peg.1195	fig|1214564.3.peg.2051	fig|1387555.3.peg.694	fig|1387557.3.peg.1830	-	fig|31899.10.peg.2086|SAMN05216182_1872	fig|351627.8.peg.745|Csac_0646	fig|608506.3.peg.1070|COB47_0980	fig|632292.3.peg.1241|Calhy_1159	fig|632335.8.peg.2500|Calkr_2308	fig|632348.3.peg.1207|Calkro_1138	fig|632516.3.peg.2068|CallaDRAFT_1997	fig|632518.3.peg.1436|Calow_1350
TAG1525	fig|1121259.3.peg.2040	fig|1214564.3.peg.2049	fig|1387555.3.peg.696	-	-	-	-	-	fig|632292.3.peg.1243|Calhy_1161	fig|632335.8.peg.1732|Calkr_1601	fig|632348.3.peg.1209|Calkro_1140	fig|632516.3.peg.1592|CallaDRAFT_1530	-
TAG1526	fig|1121259.3.peg.2038	fig|1214564.3.peg.2047	fig|1387555.3.peg.698	-	-	-	-	-	fig|632292.3.peg.1245|Calhy_1163	fig|632335.8.peg.1730|Calkr_1599	fig|632348.3.peg.1211|Calkro_1142	-	-
TAG1527	-	-	fig|1387555.3.peg.70	-	-	-	-	-	-	-	-	-	-
TAG1528	-	fig|1214564.3.peg.2044	fig|1387555.3.peg.701	fig|1387557.3.peg.1824	-	fig|31899.10.peg.2066|SAMN05216182_1858	fig|351627.8.peg.767|Csac_0664	fig|608506.3.peg.1075|COB47_0984	fig|632292.3.peg.1248|Calhy_1166	fig|632335.8.peg.2496|Calkr_2305	fig|632348.3.peg.370|Calkro_0342	fig|632516.3.peg.2071|CallaDRAFT_2000	-
TAG1529	-	-	fig|1387555.3.peg.702	-	-	-	-	-	-	-	-	-	-
TAG1530	-	-	fig|1387555.3.peg.706	-	-	-	-	-	-	-	-	-	-
TAG1531	-	-	fig|1387555.3.peg.707	-	-	-	-	-	-	-	-	-	-
TAG1532	-	-	fig|1387555.3.peg.708	-	-	-	-	-	-	-	-	-	-
TAG1533	-	-	fig|1387555.3.peg.71	-	-	-	-	-	-	-	-	-	-
TAG1534	-	-	fig|1387555.3.peg.710	-	-	-	-	-	-	-	-	-	-
TAG1535	-	-	fig|1387555.3.peg.711	-	-	-	-	-	-	-	-	-	-
TAG1536	-	-	fig|1387555.3.peg.714	-	-	-	-	-	-	-	-	-	-
TAG1537	-	-	fig|1387555.3.peg.72	-	-	-	-	-	-	-	-	-	-
TAG1538	-	-	fig|1387555.3.peg.721	-	-	-	-	-	-	-	-	-	-
TAG1539	-	-	fig|1387555.3.peg.723	-	-	-	-	-	-	-	-	-	-
TAG1540	fig|1121259.3.peg.811	fig|1214564.3.peg.2025	fig|1387555.3.peg.728	fig|1387557.3.peg.856	fig|1387569.3.peg.2099	fig|31899.10.peg.1034|SAMN05216182_0865	fig|351627.8.peg.789|Csac_0684	fig|608506.3.peg.612|COB47_0552	fig|632292.3.peg.2154|Calhy_2058	fig|632335.8.peg.2166|Calkr_2000	fig|632348.3.peg.2144|Calkro_2030	fig|632516.3.peg.1542|CallaDRAFT_1483	fig|632518.3.peg.517|Calow_0465
TAG1541	-	-	fig|1387555.3.peg.73	-	-	-	-	-	-	-	-	-	-
TAG1542	-	-	fig|1387555.3.peg.736	-	-	-	-	-	-	-	-	-	-
TAG1543	-	-	fig|1387555.3.peg.74	-	-	-	-	-	-	-	-	fig|632516.3.peg.1578|CallaDRAFT_1518	-
TAG1544	-	-	fig|1387555.3.peg.742	-	-	-	-	-	-	-	-	-	-
TAG1545	-	-	fig|1387555.3.peg.743	-	fig|1387569.3.peg.1	-	-	-	-	-	-	-	-
TAG1546	-	-	fig|1387555.3.peg.744	-	-	fig|31899.10.peg.1178|SAMN05216182_0990	-	-	-	-	-	-	-
TAG1547	-	-	fig|1387555.3.peg.751	fig|1387557.3.peg.2657	-	-	-	-	-	-	-	-	-
TAG1548	-	-	fig|1387555.3.peg.752	fig|1387557.3.peg.2655	-	-	-	-	-	-	-	-	-
TAG1549	fig|1121259.3.peg.393	fig|1214564.3.peg.2278	fig|1387555.3.peg.759	fig|1387557.3.peg.561	fig|1387569.3.peg.2058	fig|31899.10.peg.731|SAMN05216182_0574	fig|351627.8.peg.1303|Csac_1160	fig|608506.3.peg.311|COB47_0285	fig|632292.3.peg.2412|Calhy_2303	fig|632335.8.peg.327|Calkr_0280	fig|632348.3.peg.2421|Calkro_2300	fig|632516.3.peg.1764|CallaDRAFT_1698	fig|632518.3.peg.233
TAG1550	fig|1121259.3.peg.392	fig|1214564.3.peg.2277	fig|1387555.3.peg.760	fig|1387557.3.peg.562	fig|1387569.3.peg.2057	fig|31899.10.peg.732|SAMN05216182_0575	fig|351627.8.peg.1304|Csac_1161	fig|608506.3.peg.312|COB47_0286	fig|632292.3.peg.2411|Calhy_2302	fig|632335.8.peg.328|Calkr_0281	fig|632348.3.peg.2420|Calkro_2299	fig|632516.3.peg.1765|CallaDRAFT_1699	fig|632518.3.peg.234|Calow_0213
TAG1551	-	-	fig|1387555.3.peg.765	-	-	-	-	-	-	-	-	-	-
TAG1552	-	-	fig|1387555.3.peg.766	-	-	-	-	-	-	-	-	-	-
TAG1553	-	-	fig|1387555.3.peg.767	-	-	-	-	-	-	-	-	-	-
TAG1554	-	-	fig|1387555.3.peg.769	-	-	fig|31899.10.peg.749|SAMN05216182_0592	-	-	-	-	-	-	-
TAG1555	-	-	fig|1387555.3.peg.77	-	-	-	-	-	-	-	-	-	-
TAG1556	fig|1121259.3.peg.384	fig|1214564.3.peg.2269	fig|1387555.3.peg.772	fig|1387557.3.peg.569	fig|1387569.3.peg.2049	fig|31899.10.peg.752|SAMN05216182_0595	fig|351627.8.peg.1312|Csac_1169	fig|608506.3.peg.320|COB47_0293	fig|632292.3.peg.2402|Calhy_2294	fig|632335.8.peg.353|Calkr_0307	fig|632348.3.peg.2395|Calkro_2276	fig|632516.3.peg.1407|CallaDRAFT_1346	fig|632518.3.peg.242|Calow_0220
TAG1557	fig|1121259.3.peg.382	fig|1214564.3.peg.2267	fig|1387555.3.peg.774	fig|1387557.3.peg.571	fig|1387569.3.peg.2047	fig|31899.10.peg.754|SAMN05216182_0597	fig|351627.8.peg.1314|Csac_1171	fig|608506.3.peg.322|COB47_0295	fig|632292.3.peg.2400|Calhy_2292	fig|632335.8.peg.355|Calkr_0309	fig|632348.3.peg.2393|Calkro_2274	fig|632516.3.peg.1409|CallaDRAFT_1348	fig|632518.3.peg.244|Calow_0222
TAG1558	fig|1121259.3.peg.381	fig|1214564.3.peg.2266	fig|1387555.3.peg.775	fig|1387557.3.peg.572	fig|1387569.3.peg.2045	fig|31899.10.peg.755|SAMN05216182_0598	fig|351627.8.peg.1315|Csac_1172	fig|608506.3.peg.323|COB47_0296	fig|632292.3.peg.2399|Calhy_2291	fig|632335.8.peg.356|Calkr_0310	fig|632348.3.peg.2392|Calkro_2273	fig|632516.3.peg.1410|CallaDRAFT_1349	fig|632518.3.peg.245|Calow_0223
TAG1559	-	-	fig|1387555.3.peg.79	-	-	-	-	-	-	-	-	-	-
TAG1560	fig|1121259.3.peg.854	fig|1214564.3.peg.1433	fig|1387555.3.peg.798	fig|1387557.3.peg.899	fig|1387569.3.peg.1999	fig|31899.10.peg.1075|SAMN05216182_0899	fig|351627.8.peg.1345|Csac_1202	fig|608506.3.peg.652|COB47_0590	fig|632292.3.peg.2116|Calhy_2022	fig|632335.8.peg.663|Calkr_0592	fig|632348.3.peg.2100|Calkro_1992	fig|632516.3.peg.297|CallaDRAFT_0297	fig|632518.3.peg.563|Calow_0510
TAG1561	-	-	fig|1387555.3.peg.80	-	-	-	-	-	-	-	-	-	-
TAG1562	fig|1121259.3.peg.858	fig|1214564.3.peg.1429	fig|1387555.3.peg.802	fig|1387557.3.peg.903	fig|1387569.3.peg.1995	fig|31899.10.peg.1079|SAMN05216182_0903	fig|351627.8.peg.1349|Csac_1206	fig|608506.3.peg.656|COB47_0594	fig|632292.3.peg.2112|Calhy_2018	fig|632335.8.peg.667|Calkr_0596	fig|632348.3.peg.2096|Calkro_1988	-	fig|632518.3.peg.567|Calow_0514
TAG1563	fig|1121259.3.peg.864	-	fig|1387555.3.peg.808	fig|1387557.3.peg.909	-	fig|31899.10.peg.1085|SAMN05216182_0909	-	fig|608506.3.peg.662|COB47_0600	fig|632292.3.peg.2106|Calhy_2012	fig|632335.8.peg.673|Calkr_0602	fig|632348.3.peg.2090|Calkro_1982	fig|632516.3.peg.309|CallaDRAFT_0309	fig|632518.3.peg.573|Calow_0520
TAG1564	-	-	fig|1387555.3.peg.81	-	-	-	-	-	-	-	-	-	-
TAG1565	fig|1121259.3.peg.870	fig|1214564.3.peg.1419	fig|1387555.3.peg.814	fig|1387557.3.peg.915	-	fig|31899.10.peg.1092|SAMN05216182_0915	fig|351627.8.peg.1359|Csac_1216	fig|608506.3.peg.668|COB47_0606	fig|632292.3.peg.2100|Calhy_2006	fig|632335.8.peg.680|Calkr_0608	fig|632348.3.peg.2084|Calkro_1976	fig|632516.3.peg.316|CallaDRAFT_0315	fig|632518.3.peg.579|Calow_0526
TAG1566	fig|1121259.3.peg.872	fig|1214564.3.peg.1417	fig|1387555.3.peg.816	fig|1387557.3.peg.917	fig|1387569.3.peg.1981	fig|31899.10.peg.1094|SAMN05216182_0917	fig|351627.8.peg.1360|Csac_1218	fig|608506.3.peg.671|COB47_0608	fig|632292.3.peg.2098|Calhy_2004	fig|632335.8.peg.682|Calkr_0610	fig|632348.3.peg.2081|Calkro_1974	fig|632516.3.peg.318|CallaDRAFT_0317	fig|632518.3.peg.581|Calow_0528
TAG1567	-	-	fig|1387555.3.peg.819	-	-	-	-	-	-	-	-	-	-
TAG1568	-	-	fig|1387555.3.peg.82	-	-	-	-	-	-	-	-	-	-
TAG1569	fig|1121259.3.peg.1269	-	fig|1387555.3.peg.822	fig|1387557.3.peg.2623	fig|1387569.3.peg.1972	fig|31899.10.peg.2771|SAMN05216182_2526	-	fig|608506.3.peg.2124|COB47_1987	fig|632292.3.peg.603|Calhy_0554	fig|632335.8.peg.421|Calkr_0369	fig|632348.3.peg.460|Calkro_0432	fig|632516.3.peg.2180|CallaDRAFT_2099	fig|632518.3.peg.2016|Calow_1895
TAG1570	-	-	fig|1387555.3.peg.833	-	-	-	-	-	-	-	-	-	-
TAG1571	-	-	fig|1387555.3.peg.834	-	-	-	-	-	-	-	-	-	-
TAG1572	-	-	fig|1387555.3.peg.835	-	-	-	-	-	-	-	-	-	-
TAG1573	-	-	fig|1387555.3.peg.836	-	-	-	-	-	-	-	-	-	-
TAG1574	-	-	fig|1387555.3.peg.838	-	-	-	-	-	-	-	-	-	-
TAG1575	-	-	fig|1387555.3.peg.839	-	-	-	-	-	-	-	-	-	-
TAG1576	-	-	fig|1387555.3.peg.840	-	-	-	-	-	-	-	-	-	-
TAG1577	-	-	fig|1387555.3.peg.841	-	-	-	-	-	-	-	-	-	-
TAG1578	-	-	fig|1387555.3.peg.842	-	-	-	-	-	-	-	-	-	-
TAG1579	-	-	fig|1387555.3.peg.843	-	-	-	-	-	-	-	-	-	-
TAG1580	-	-	fig|1387555.3.peg.844	-	-	-	-	-	-	-	-	-	-
TAG1581	-	-	fig|1387555.3.peg.845	-	-	-	-	-	-	-	-	-	-
TAG1582	-	-	fig|1387555.3.peg.846	-	-	-	-	-	-	-	-	-	-
TAG1583	-	-	fig|1387555.3.peg.847	-	-	-	-	-	-	-	-	-	-
TAG1584	-	-	fig|1387555.3.peg.848	-	-	-	-	-	-	-	-	-	-
TAG1585	-	-	fig|1387555.3.peg.849	-	-	-	-	-	-	-	-	-	-
TAG1586	-	-	fig|1387555.3.peg.85	-	-	-	-	-	-	-	-	-	-
TAG1587	-	-	fig|1387555.3.peg.850	-	-	-	-	-	-	-	-	-	-
TAG1588	-	-	fig|1387555.3.peg.851	-	-	-	-	-	-	-	-	-	-
TAG1589	-	-	fig|1387555.3.peg.852	-	-	-	-	-	-	-	-	-	-
TAG1590	-	-	fig|1387555.3.peg.853	-	-	-	-	-	-	-	-	-	-
TAG1591	-	-	fig|1387555.3.peg.854	-	-	-	-	-	-	-	-	-	-
TAG1592	-	-	fig|1387555.3.peg.855	-	-	-	-	-	-	-	-	-	-
TAG1593	-	-	fig|1387555.3.peg.856	-	-	-	-	-	-	-	-	-	-
TAG1594	-	-	fig|1387555.3.peg.857	-	-	-	-	-	-	-	-	-	-
TAG1595	-	-	fig|1387555.3.peg.858	-	-	-	-	-	-	-	-	-	-
TAG1596	fig|1121259.3.peg.1879	fig|1214564.3.peg.1392	fig|1387555.3.peg.859	fig|1387557.3.peg.2602	fig|1387569.3.peg.1956	fig|31899.10.peg.2748|SAMN05216182_2505	fig|351627.8.peg.1384|Csac_1240	fig|608506.3.peg.2105|COB47_1971	fig|632292.3.peg.618|Calhy_0566	fig|632335.8.peg.446|Calkr_0389	fig|632348.3.peg.475|Calkro_0445	fig|632516.3.peg.703|CallaDRAFT_0680	fig|632518.3.peg.1998|Calow_1879
TAG1597	-	-	fig|1387555.3.peg.86	-	-	-	-	-	-	-	-	-	-
TAG1598	-	-	fig|1387555.3.peg.865	-	-	-	-	-	-	-	-	-	-
TAG1599	-	-	fig|1387555.3.peg.866	-	-	-	-	-	-	-	-	-	-
TAG1600	fig|1121259.3.peg.1896	fig|1214564.3.peg.180	fig|1387555.3.peg.877	fig|1387557.3.peg.2584	fig|1387569.3.peg.1939	-	fig|351627.8.peg.1402|Csac_1257	fig|608506.3.peg.2087|COB47_1954	fig|632292.3.peg.635|Calhy_0583	fig|632335.8.peg.463|Calkr_0406	fig|632348.3.peg.492|Calkro_0462	fig|632516.3.peg.721|CallaDRAFT_0698	fig|632518.3.peg.1982|Calow_1863
TAG1601	-	-	fig|1387555.3.peg.88	fig|1387557.3.peg.2689	-	-	-	fig|608506.3.peg.2306	-	-	-	-	-
TAG1602	fig|1121259.3.peg.1902	fig|1214564.3.peg.174	fig|1387555.3.peg.883	fig|1387557.3.peg.2578	fig|1387569.3.peg.1933	fig|31899.10.peg.2722|SAMN05216182_2480	fig|351627.8.peg.1408|Csac_1263	fig|608506.3.peg.2081|COB47_1948	fig|632292.3.peg.641|Calhy_0589	fig|632335.8.peg.469|Calkr_0412	fig|632348.3.peg.498|Calkro_0468	fig|632516.3.peg.728|CallaDRAFT_0705	fig|632518.3.peg.1976|Calow_1857
TAG1603	fig|1121259.3.peg.1906	fig|1214564.3.peg.171	fig|1387555.3.peg.886	fig|1387557.3.peg.2575	fig|1387569.3.peg.1930	fig|31899.10.peg.2719|SAMN05216182_2477	fig|351627.8.peg.1411|Csac_1266	fig|608506.3.peg.2078|COB47_1945	fig|632292.3.peg.644|Calhy_0592	fig|632335.8.peg.473|Calkr_0415	fig|632348.3.peg.501|Calkro_0471	fig|632516.3.peg.731|CallaDRAFT_0708	fig|632518.3.peg.1973|Calow_1854
TAG1604	-	-	fig|1387555.3.peg.89	-	-	-	-	-	-	-	-	-	-
TAG1605	fig|1121259.3.peg.1912	fig|1214564.3.peg.165	fig|1387555.3.peg.892	fig|1387557.3.peg.2569	fig|1387569.3.peg.1924	fig|31899.10.peg.2713|SAMN05216182_2471	fig|351627.8.peg.1417|Csac_1272	fig|608506.3.peg.2072|COB47_1939	fig|632292.3.peg.650|Calhy_0598	fig|632335.8.peg.479|Calkr_0421	fig|632348.3.peg.507|Calkro_0477	fig|632516.3.peg.737|CallaDRAFT_0714	fig|632518.3.peg.1967|Calow_1848
TAG1606	-	-	fig|1387555.3.peg.9	-	-	-	-	-	-	-	-	-	-
TAG1607	-	-	fig|1387555.3.peg.90	-	-	-	-	-	-	-	-	-	-
TAG1608	fig|1121259.3.peg.1922	fig|1214564.3.peg.156	fig|1387555.3.peg.901	fig|1387557.3.peg.2560	fig|1387569.3.peg.1915	fig|31899.10.peg.2704|SAMN05216182_2462	fig|351627.8.peg.1427|Csac_1281	fig|608506.3.peg.2061|COB47_1930	fig|632292.3.peg.659|Calhy_0607	fig|632335.8.peg.488|Calkr_0430	fig|632348.3.peg.516|Calkro_0486	fig|632516.3.peg.747|CallaDRAFT_0724	fig|632518.3.peg.1958|Calow_1839
TAG1609	fig|1121259.3.peg.1928	fig|1214564.3.peg.150	fig|1387555.3.peg.907	fig|1387557.3.peg.2554	fig|1387569.3.peg.1909	fig|31899.10.peg.2698|SAMN05216182_2456	fig|351627.8.peg.1433|Csac_1286	fig|608506.3.peg.2055|COB47_1924	fig|632292.3.peg.665|Calhy_0613	fig|632335.8.peg.494|Calkr_0436	fig|632348.3.peg.523|Calkro_0492	fig|632516.3.peg.753|CallaDRAFT_0730	fig|632518.3.peg.1951|Calow_1833
TAG1610	-	-	fig|1387555.3.peg.91	-	-	-	-	-	-	-	-	-	-
TAG1611	fig|1121259.3.peg.1932	fig|1214564.3.peg.146	fig|1387555.3.peg.911	fig|1387557.3.peg.2550	fig|1387569.3.peg.1905	fig|31899.10.peg.2694|SAMN05216182_2452	fig|351627.8.peg.1437|Csac_1290	fig|608506.3.peg.2051|COB47_1920	fig|632292.3.peg.669|Calhy_0617	fig|632335.8.peg.499|Calkr_0441	fig|632348.3.peg.527|Calkro_0496	fig|632516.3.peg.757|CallaDRAFT_0734	fig|632518.3.peg.1947|Calow_1829
TAG1612	fig|1121259.3.peg.1936	fig|1214564.3.peg.142	fig|1387555.3.peg.915	fig|1387557.3.peg.2546	fig|1387569.3.peg.1901	fig|31899.10.peg.2690|SAMN05216182_2448	fig|351627.8.peg.1441|Csac_1294	fig|608506.3.peg.2047|COB47_1916	fig|632292.3.peg.673|Calhy_0621	fig|632335.8.peg.505|Calkr_0447	fig|632348.3.peg.531|Calkro_0500	fig|632516.3.peg.761|CallaDRAFT_0738	fig|632518.3.peg.1943|Calow_1825
TAG1613	fig|1121259.3.peg.1937	fig|1214564.3.peg.141	fig|1387555.3.peg.916	fig|1387557.3.peg.2545	fig|1387569.3.peg.1900	fig|31899.10.peg.2689|SAMN05216182_2447	fig|351627.8.peg.1442|Csac_1295	fig|608506.3.peg.2046|COB47_1915	fig|632292.3.peg.676|Calhy_0623	fig|632335.8.peg.506|Calkr_0448	fig|632348.3.peg.532|Calkro_0501	fig|632516.3.peg.762|CallaDRAFT_0739	fig|632518.3.peg.1942|Calow_1824
TAG1614	-	-	fig|1387555.3.peg.92	-	-	-	-	-	-	-	-	-	-
TAG1615	-	-	fig|1387555.3.peg.923	-	-	-	-	-	-	-	-	-	-
TAG1616	-	-	fig|1387555.3.peg.924	-	-	-	-	-	-	-	-	-	-
TAG1617	-	-	fig|1387555.3.peg.93	-	-	-	-	-	-	-	-	-	-
TAG1618	-	-	fig|1387555.3.peg.930	-	-	-	-	-	-	-	-	-	-
TAG1619	-	-	fig|1387555.3.peg.932	-	-	-	-	-	-	-	-	-	-
TAG1620	-	-	fig|1387555.3.peg.934	-	-	-	-	-	-	-	-	-	-
TAG1621	-	-	fig|1387555.3.peg.935	-	-	-	-	-	-	-	-	-	-
TAG1622	-	fig|1214564.3.peg.128	fig|1387555.3.peg.936	-	-	fig|31899.10.peg.2676|SAMN05216182_2434	fig|351627.8.peg.1457|Csac_1309	fig|608506.3.peg.2033|COB47_1902	-	-	-	fig|632516.3.peg.2456|CallaDRAFT_2360	-
TAG1623	-	-	fig|1387555.3.peg.938	-	-	-	-	-	-	-	-	-	-
TAG1624	-	fig|1214564.3.peg.123	"fig|1387555.3.peg.2206,fig|1387555.3.peg.939"	-	-	fig|31899.10.peg.2674|SAMN05216182_2432	fig|351627.8.peg.1459|Csac_1311	fig|608506.3.peg.2031|COB47_1900	-	-	-	fig|632516.3.peg.2458|CallaDRAFT_2362	-
TAG1625	-	-	fig|1387555.3.peg.94	-	-	-	-	-	-	-	-	-	-
TAG1626	-	-	fig|1387555.3.peg.945	-	-	-	-	fig|608506.3.peg.2025	-	-	-	-	-
TAG1627	-	-	fig|1387555.3.peg.946	-	-	-	-	fig|608506.3.peg.2024|COB47_1891	-	-	-	fig|632516.3.peg.1773|CallaDRAFT_1707	-
TAG1628	-	-	fig|1387555.3.peg.965	-	-	-	-	-	-	-	-	-	-
TAG1629	fig|1121259.3.peg.1836	fig|1214564.3.peg.2102	fig|1387555.3.peg.967	fig|1387557.3.peg.1110	fig|1387569.3.peg.1779	fig|31899.10.peg.1298|SAMN05216182_1110	fig|351627.8.peg.1115|Csac_0986	fig|608506.3.peg.849|COB47_0775	fig|632292.3.peg.1937|Calhy_1847	fig|632335.8.peg.2030|Calkr_1873	fig|632348.3.peg.1913|Calkro_1815	fig|632516.3.peg.1888|CallaDRAFT_1819	fig|632518.3.peg.748|Calow_0685
TAG1630	fig|1121259.3.peg.1365	fig|1214564.3.peg.889	fig|1387555.3.peg.97	fig|1387557.3.peg.2768	fig|1387569.3.peg.2189	fig|31899.10.peg.2911|SAMN05216182_2658	fig|351627.8.peg.687|Csac_0596	fig|608506.3.peg.2264|COB47_2109	fig|632292.3.peg.210|Calhy_0190	fig|632335.8.peg.2563|Calkr_2365	fig|632348.3.peg.228|Calkro_0215	fig|632516.3.peg.949|CallaDRAFT_0900	fig|632518.3.peg.2211|Calow_2065
TAG1631	fig|1121259.3.peg.1833	fig|1214564.3.peg.2098	fig|1387555.3.peg.970	fig|1387557.3.peg.1114	fig|1387569.3.peg.1776	fig|31899.10.peg.1302|SAMN05216182_1114	fig|351627.8.peg.1119|Csac_0990	fig|608506.3.peg.853|COB47_0779	fig|632292.3.peg.1933|Calhy_1843	fig|632335.8.peg.2027|Calkr_1870	fig|632348.3.peg.1909|Calkro_1811	-	fig|632518.3.peg.752|Calow_0689
TAG1632	fig|1121259.3.peg.2405	fig|1214564.3.peg.1929	fig|1387555.3.peg.980	fig|1387557.3.peg.2234	fig|1387569.3.peg.1759	fig|31899.10.peg.2465|SAMN05216182_2248	fig|351627.8.peg.1137|Csac_1006	fig|608506.3.peg.1878|COB47_1756	fig|632292.3.peg.891|Calhy_0829	fig|632335.8.peg.858|Calkr_0756	fig|632348.3.peg.791|Calkro_0746	fig|632516.3.peg.663|CallaDRAFT_0640	fig|632518.3.peg.1768|Calow_1669
TAG1633	-	-	fig|1387555.3.peg.981	-	-	-	-	-	-	-	-	-	-
TAG1634	-	-	fig|1387555.3.peg.982	-	-	-	-	-	-	-	-	-	-
TAG1635	fig|1121259.3.peg.2414	fig|1214564.3.peg.1921	fig|1387555.3.peg.989	fig|1387557.3.peg.2224	fig|1387569.3.peg.1750	fig|31899.10.peg.2457|SAMN05216182_2240	fig|351627.8.peg.1145|Csac_1014	fig|608506.3.peg.1870|COB47_1748	fig|632292.3.peg.899|Calhy_0837	fig|632335.8.peg.865|Calkr_0763	fig|632348.3.peg.799|Calkro_0754	fig|632516.3.peg.670|CallaDRAFT_0647	fig|632518.3.peg.1760|Calow_1661
TAG1636	-	-	fig|1387555.3.peg.990	-	-	fig|31899.10.peg.61	-	-	-	-	-	fig|632516.3.peg.2321	-
TAG1637	-	-	fig|1387555.3.peg.991	-	-	-	-	-	-	-	-	-	-
TAG1638	-	-	fig|1387555.3.peg.992	-	-	-	-	-	-	-	-	-	-
TAG1639	-	-	fig|1387555.3.peg.993	-	fig|1387569.3.peg.1440	-	-	-	-	fig|632335.8.peg.1666|Calkr_1539	fig|632348.3.peg.829|Calkro_0779	fig|632516.3.peg.2644|CallaDRAFT_2559	fig|632518.3.peg.1751|Calow_1652
TAG1640	-	-	fig|1387555.3.peg.998	-	-	-	-	-	-	-	-	-	-
TAG1641	-	-	-	fig|1387557.3.peg.1	-	-	-	-	-	-	-	-	-
TAG1642	-	-	-	fig|1387557.3.peg.1003	-	-	-	-	-	-	-	-	-
TAG1643	-	-	-	fig|1387557.3.peg.1004	-	fig|31899.10.peg.233|SAMN05216182_0144	-	-	-	-	fig|632348.3.peg.336|Calkro_0314	-	-
TAG1644	-	-	-	fig|1387557.3.peg.1006	-	-	-	-	-	-	-	-	-
TAG1645	-	-	-	fig|1387557.3.peg.101	-	-	-	-	-	-	-	-	-
TAG1646	fig|1121259.3.peg.938	fig|1214564.3.peg.1063	fig|1387555.3.peg.2310	fig|1387557.3.peg.1010	fig|1387569.3.peg.2302	fig|31899.10.peg.1188|SAMN05216182_0998	fig|351627.8.peg.1012|Csac_0893	fig|608506.3.peg.748|COB47_0675	fig|632292.3.peg.2036|Calhy_1946	fig|632335.8.peg.2134|Calkr_1972	fig|632348.3.peg.2007|Calkro_1907	fig|632516.3.peg.2128|CallaDRAFT_2053	fig|632518.3.peg.653|Calow_0591
TAG1647	-	-	-	fig|1387557.3.peg.1024	-	-	-	-	-	-	-	-	-
TAG1648	-	-	-	fig|1387557.3.peg.1025	-	-	-	-	-	-	-	-	-
TAG1649	-	-	-	fig|1387557.3.peg.1026	-	-	-	-	-	-	-	-	-
TAG1650	-	-	-	fig|1387557.3.peg.1027	-	-	-	-	-	-	-	-	-
TAG1651	-	-	-	fig|1387557.3.peg.1052	-	-	-	-	-	-	-	-	-
TAG1652	-	-	-	fig|1387557.3.peg.1054	-	-	-	-	-	-	-	-	-
TAG1653	-	-	-	fig|1387557.3.peg.106	-	-	-	-	-	-	-	-	-
TAG1654	-	-	-	fig|1387557.3.peg.1074	-	-	-	-	-	-	-	-	-
TAG1655	-	-	-	fig|1387557.3.peg.108	-	-	-	-	-	-	-	-	-
TAG1656	-	-	-	fig|1387557.3.peg.1095	-	-	-	-	-	-	-	-	-
TAG1657	-	-	-	fig|1387557.3.peg.11	-	-	-	-	fig|632292.3.peg.301|Calhy_0273	-	fig|632348.3.peg.308|Calkro_0289	-	-
TAG1658	-	-	-	fig|1387557.3.peg.111	-	-	-	-	-	-	-	-	-
TAG1659	-	-	-	fig|1387557.3.peg.1119	-	-	-	-	fig|632292.3.peg.1928	-	-	-	-
TAG1660	fig|1121259.3.peg.1819	-	fig|1387555.3.peg.2030	fig|1387557.3.peg.1129	-	fig|31899.10.peg.1316|SAMN05216182_1128	fig|351627.8.peg.2904|Csac_2687	fig|608506.3.peg.867|COB47_0793	fig|632292.3.peg.1918|Calhy_1829	fig|632335.8.peg.2013|Calkr_1856	fig|632348.3.peg.1895|Calkro_1797	fig|632516.3.peg.2062|CallaDRAFT_1992	fig|632518.3.peg.770|Calow_0705
TAG1661	-	-	-	fig|1387557.3.peg.1138	-	-	-	-	-	-	-	-	-
TAG1662	-	-	-	fig|1387557.3.peg.1139	-	-	-	-	-	-	-	-	-
TAG1663	-	-	-	fig|1387557.3.peg.1143	fig|1387569.3.peg.2438	-	-	-	-	-	-	-	-
TAG1664	-	-	-	fig|1387557.3.peg.1146	-	-	-	-	-	-	-	-	-
TAG1665	-	-	-	fig|1387557.3.peg.116	-	-	-	-	-	-	-	-	-
TAG1666	-	-	-	fig|1387557.3.peg.117	-	-	-	-	-	-	-	-	-
TAG1667	-	-	-	fig|1387557.3.peg.1173	-	-	-	-	-	-	-	-	-
TAG1668	-	-	-	fig|1387557.3.peg.1174	-	-	-	-	-	-	-	-	-
TAG1669	-	-	-	fig|1387557.3.peg.1177	-	-	-	-	-	-	-	-	-
TAG1670	-	-	-	fig|1387557.3.peg.118	-	-	-	-	-	-	-	-	-
TAG1671	-	-	-	fig|1387557.3.peg.1181	-	-	-	-	-	-	-	-	-
TAG1672	-	-	-	fig|1387557.3.peg.1185	-	-	-	-	-	-	-	-	-
TAG1673	-	-	-	fig|1387557.3.peg.1186	-	-	-	-	-	-	-	-	-
TAG1674	-	-	-	fig|1387557.3.peg.1187	-	-	-	-	-	-	-	-	-
TAG1675	-	-	-	fig|1387557.3.peg.1191	-	-	-	-	-	-	-	-	-
TAG1676	-	-	-	fig|1387557.3.peg.1193	-	-	-	-	-	-	-	-	-
TAG1677	-	-	-	fig|1387557.3.peg.120	-	-	-	-	-	-	-	-	-
