TAG	1121259.3	1214564.3	1387555.3	1387557.3	1387569.3	31899.1	351627.8	608506.3	632292.3	632335.8	632348.3	632516.3	632518.3
TAG7653	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2105	-
TAG7654	-	fig|1214564.3.peg.1676	-	fig|1387557.3.peg.1814	fig|1387569.3.peg.938	fig|31899.10.peg.2056|SAMN05216182_1849	fig|351627.8.peg.1915|Csac_1742	fig|608506.3.peg.1087|COB47_0993	fig|632292.3.peg.1260|Calhy_1176	fig|632335.8.peg.1721|Calkr_1591	fig|632348.3.peg.1227|Calkro_1153	fig|632516.3.peg.2107|CallaDRAFT_2033	fig|632518.3.peg.1424|Calow_1339
TAG7655	fig|1121259.3.peg.2025	fig|1214564.3.peg.1678	-	fig|1387557.3.peg.1812	-	fig|31899.10.peg.2054|SAMN05216182_1847	fig|351627.8.peg.1917|Csac_1744	fig|608506.3.peg.1089|COB47_0995	fig|632292.3.peg.1262|Calhy_1178	fig|632335.8.peg.1719|Calkr_1589	fig|632348.3.peg.1229|Calkro_1155	fig|632516.3.peg.2109|CallaDRAFT_2035	fig|632518.3.peg.1422|Calow_1337
TAG7656	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2110	-
TAG7657	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2111|CallaDRAFT_2036	-
TAG7658	-	-	-	fig|1387557.3.peg.1641	-	-	-	-	fig|632292.3.peg.320	-	-	fig|632516.3.peg.2112|CallaDRAFT_2037	fig|632518.3.peg.279
TAG7659	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2113|CallaDRAFT_2038	-
TAG7660	fig|1121259.3.peg.2495	fig|1214564.3.peg.1053	-	fig|1387557.3.peg.1020	-	fig|31899.10.peg.1210|SAMN05216182_1020	fig|351627.8.peg.1022|Csac_0903	fig|608506.3.peg.758|COB47_0685	fig|632292.3.peg.2026|Calhy_1936	fig|632335.8.peg.2124|Calkr_1962	fig|632348.3.peg.1997|Calkro_1897	fig|632516.3.peg.2117|CallaDRAFT_2042	fig|632518.3.peg.663|Calow_0601
TAG7661	fig|1121259.3.peg.2492	fig|1214564.3.peg.1056	fig|1387555.3.peg.2304	fig|1387557.3.peg.1017	fig|1387569.3.peg.2310	fig|31899.10.peg.1207|SAMN05216182_1017	fig|351627.8.peg.1019|Csac_0900	fig|608506.3.peg.755|COB47_0682	fig|632292.3.peg.2029|Calhy_1939	fig|632335.8.peg.2127|Calkr_1965	fig|632348.3.peg.2000|Calkro_1900	fig|632516.3.peg.2120|CallaDRAFT_2045	fig|632518.3.peg.660|Calow_0598
TAG7662	fig|1121259.3.peg.2491	fig|1214564.3.peg.1057	fig|1387555.3.peg.2305	fig|1387557.3.peg.1016	fig|1387569.3.peg.2309	fig|31899.10.peg.1206|SAMN05216182_1016	fig|351627.8.peg.1018|Csac_0899	fig|608506.3.peg.754|COB47_0681	fig|632292.3.peg.2030|Calhy_1940	fig|632335.8.peg.2128|Calkr_1966	fig|632348.3.peg.2001|Calkro_1901	fig|632516.3.peg.2121|CallaDRAFT_2046	fig|632518.3.peg.659|Calow_0597
TAG7663	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2124|CallaDRAFT_2049	-
TAG7664	fig|1121259.3.peg.940	fig|1214564.3.peg.1061	fig|1387555.3.peg.2308	fig|1387557.3.peg.1012	fig|1387569.3.peg.2304	fig|31899.10.peg.1190|SAMN05216182_1000	fig|351627.8.peg.1014|Csac_0895	fig|608506.3.peg.750|COB47_0677	fig|632292.3.peg.2034|Calhy_1944	fig|632335.8.peg.2132|Calkr_1970	fig|632348.3.peg.2005|Calkro_1905	fig|632516.3.peg.2126|CallaDRAFT_2051	fig|632518.3.peg.655|Calow_0593
TAG7665	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2131	-
TAG7666	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2132	-
TAG7667	-	-	fig|1387555.3.peg.247	fig|1387557.3.peg.508	fig|1387569.3.peg.2131	fig|31899.10.peg.2077|SAMN05216182_1864	fig|351627.8.peg.762|Csac_0659	-	-	"fig|632335.8.peg.2581|Calkr_2382,fig|632335.8.peg.32|Calkr_0013"	fig|632348.3.peg.207|Calkro_0195	fig|632516.3.peg.2134|CallaDRAFT_2058	-
TAG7668	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2135|CallaDRAFT_2059	-
TAG7669	-	-	-	-	-	-	-	-	-	fig|632335.8.peg.28	-	fig|632516.3.peg.2136|CallaDRAFT_2060	-
TAG7670	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2137|CallaDRAFT_2061	-
TAG7671	-	-	-	-	-	-	-	-	-	fig|632335.8.peg.25	-	fig|632516.3.peg.2138	-
TAG7672	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2139|CallaDRAFT_2062	-
TAG7673	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2140|CallaDRAFT_2063	-
TAG7674	fig|1121259.3.peg.1575	fig|1214564.3.peg.1320	fig|1387555.3.peg.370	fig|1387557.3.peg.261	fig|1387569.3.peg.258	fig|31899.10.peg.376|SAMN05216182_0250	fig|351627.8.peg.2|Csac_0002	fig|608506.3.peg.5|COB47_0004	fig|632292.3.peg.3|Calhy_0002	fig|632335.8.peg.19|Calkr_0002	fig|632348.3.peg.3|Calkro_0003	fig|632516.3.peg.2145|CallaDRAFT_2068	fig|632518.3.peg.2|Calow_0002
TAG7675	fig|1121259.3.peg.1573	fig|1214564.3.peg.1318	-	fig|1387557.3.peg.258	fig|1387569.3.peg.261	fig|31899.10.peg.373|SAMN05216182_0247	-	fig|608506.3.peg.2532|COB47_2333	fig|632292.3.peg.2760|Calhy_2625	fig|632335.8.peg.2920|Calkr_2635	fig|632348.3.peg.2751|Calkro_2587	fig|632516.3.peg.2147	fig|632518.3.peg.2433|Calow_2268
TAG7676	-	-	fig|1387555.3.peg.669	-	-	fig|31899.10.peg.702	fig|351627.8.peg.383	-	-	-	-	fig|632516.3.peg.2149|CallaDRAFT_2072	-
TAG7677	"fig|1121259.3.peg.1976,fig|1121259.3.peg.2434"	-	-	fig|1387557.3.peg.1000	-	fig|31899.10.peg.99	-	-	"fig|632292.3.peg.729,fig|632292.3.peg.917"	fig|632335.8.peg.623	"fig|632348.3.peg.1615,fig|632348.3.peg.822"	"fig|632516.3.peg.2151|CallaDRAFT_2073,fig|632516.3.peg.2617|CallaDRAFT_2525"	-
TAG7678	-	"fig|1214564.3.peg.1448,fig|1214564.3.peg.846"	-	fig|1387557.3.peg.1001	fig|1387569.3.peg.73	"fig|31899.10.peg.2098,fig|31899.10.peg.2381|SAMN05216182_2165"	"fig|351627.8.peg.358|Csac_0308,fig|351627.8.peg.624"	-	fig|632292.3.peg.919	fig|632335.8.peg.1652	"fig|632348.3.peg.416|Calkro_0389,fig|632348.3.peg.824|Calkro_0774"	"fig|632516.3.peg.2130|CallaDRAFT_2055,fig|632516.3.peg.2152|CallaDRAFT_2074"	fig|632518.3.peg.627
TAG7679	fig|1121259.3.peg.881	fig|1214564.3.peg.1841	fig|1387555.3.peg.2356	fig|1387557.3.peg.925	fig|1387569.3.peg.766	fig|31899.10.peg.1102|SAMN05216182_0925	fig|351627.8.peg.940|Csac_0828	fig|608506.3.peg.679|COB47_0615	fig|632292.3.peg.2090|Calhy_1996	fig|632335.8.peg.1650|Calkr_1523	fig|632348.3.peg.2073|Calkro_1967	fig|632516.3.peg.2154|CallaDRAFT_2076	fig|632518.3.peg.589|Calow_0536
TAG7680	fig|1121259.3.peg.882	fig|1214564.3.peg.1840	fig|1387555.3.peg.2355	fig|1387557.3.peg.926	fig|1387569.3.peg.767	fig|31899.10.peg.1103|SAMN05216182_0926	fig|351627.8.peg.941|Csac_0829	fig|608506.3.peg.680|COB47_0616	fig|632292.3.peg.2089|Calhy_1995	fig|632335.8.peg.1649|Calkr_1522	fig|632348.3.peg.2072|Calkro_1966	fig|632516.3.peg.2155|CallaDRAFT_2077	fig|632518.3.peg.590|Calow_0537
TAG7681	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2158|CallaDRAFT_2080	-
TAG7682	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2159|CallaDRAFT_2081	-
TAG7683	fig|1121259.3.peg.133	fig|1214564.3.peg.2348	fig|1387555.3.peg.1623	fig|1387557.3.peg.1535	fig|1387569.3.peg.1069	fig|31899.10.peg.1782|SAMN05216182_1572	fig|351627.8.peg.2036|Csac_1859	fig|608506.3.peg.1368|COB47_1263	fig|632292.3.peg.1519|Calhy_1432	fig|632335.8.peg.1401|Calkr_1279	fig|632348.3.peg.1488|Calkro_1407	fig|632516.3.peg.215|CallaDRAFT_0216	fig|632518.3.peg.1166|Calow_1085
TAG7684	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2163|CallaDRAFT_2085	-
TAG7685	fig|1121259.3.peg.895	-	-	-	-	fig|31899.10.peg.1138	-	fig|608506.3.peg.700	fig|632292.3.peg.2076	fig|632335.8.peg.1636	-	fig|632516.3.peg.2166	-
TAG7686	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2167	-
TAG7687	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2170	-
TAG7688	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2172|CallaDRAFT_2091	-
TAG7689	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2173|CallaDRAFT_2092	-
TAG7690	fig|1121259.3.peg.1262	fig|1214564.3.peg.1619	fig|1387555.3.peg.2392	fig|1387557.3.peg.2628	-	fig|31899.10.peg.2777|SAMN05216182_2533	fig|351627.8.peg.841|Csac_0733	fig|608506.3.peg.2130|COB47_1993	fig|632292.3.peg.595|Calhy_0547	-	fig|632348.3.peg.454|Calkro_0426	fig|632516.3.peg.2175|CallaDRAFT_2094	fig|632518.3.peg.2022|Calow_1901
TAG7691	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2182|CallaDRAFT_2101	-
TAG7692	-	-	-	-	-	-	-	-	fig|632292.3.peg.607	fig|632335.8.peg.425	-	fig|632516.3.peg.2185	-
TAG7693	fig|1121259.3.peg.1274	fig|1214564.3.peg.1407	fig|1387555.3.peg.827	fig|1387557.3.peg.2617	fig|1387569.3.peg.1967	fig|31899.10.peg.2766|SAMN05216182_2521	fig|351627.8.peg.1370|Csac_1228	fig|608506.3.peg.2119|COB47_1982	fig|632292.3.peg.609|Calhy_0559	fig|632335.8.peg.427|Calkr_0374	fig|632348.3.peg.465|Calkro_0437	fig|632516.3.peg.2187|CallaDRAFT_2105	fig|632518.3.peg.2011|Calow_1890
TAG7694	fig|1121259.3.peg.1277	-	-	-	-	fig|31899.10.peg.2757	-	fig|608506.3.peg.2116	fig|632292.3.peg.612	fig|632335.8.peg.430	fig|632348.3.peg.467	fig|632516.3.peg.2190|CallaDRAFT_2108	fig|632518.3.peg.2008
TAG7695	fig|1121259.3.peg.1278	fig|1214564.3.peg.1404	fig|1387555.3.peg.830	fig|1387557.3.peg.2614	fig|1387569.3.peg.1964	fig|31899.10.peg.2756|SAMN05216182_2515	fig|351627.8.peg.1373|Csac_1230	fig|608506.3.peg.2115|COB47_1980	fig|632292.3.peg.613|Calhy_0561	fig|632335.8.peg.431|Calkr_0376	fig|632348.3.peg.468|Calkro_0439	fig|632516.3.peg.2191|CallaDRAFT_2109	fig|632518.3.peg.2007|Calow_1888
TAG7696	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2192|CallaDRAFT_2110	-
TAG7697	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2193|CallaDRAFT_2111	-
TAG7698	fig|1121259.3.peg.2531	fig|1214564.3.peg.87	-	fig|1387557.3.peg.618	fig|1387569.3.peg.2737	fig|31899.10.peg.814|SAMN05216182_0660	fig|351627.8.peg.511|Csac_0440	fig|608506.3.peg.401|COB47_0357	fig|632292.3.peg.2360|Calhy_2251	fig|632335.8.peg.389|Calkr_0344	fig|632348.3.peg.2353|Calkro_2236	fig|632516.3.peg.2196|CallaDRAFT_2115	-
TAG7699	fig|1121259.3.peg.129	fig|1214564.3.peg.2344	fig|1387555.3.peg.1627	fig|1387557.3.peg.1531	fig|1387569.3.peg.1065	fig|31899.10.peg.1778|SAMN05216182_1568	fig|351627.8.peg.2032|Csac_1855	fig|608506.3.peg.1372|COB47_1267	fig|632292.3.peg.1523|Calhy_1436	fig|632335.8.peg.1397|Calkr_1275	fig|632348.3.peg.1492|Calkro_1411	fig|632516.3.peg.219|CallaDRAFT_0220	fig|632518.3.peg.1162|Calow_1081
TAG7700	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.21|CallaDRAFT_0021	-
TAG7701	-	-	-	-	fig|1387569.3.peg.2743	-	-	-	-	-	-	fig|632516.3.peg.2200|CallaDRAFT_2119	-
TAG7702	-	-	-	-	-	fig|31899.10.peg.834|SAMN05216182_0676	-	-	-	-	-	fig|632516.3.peg.2201|CallaDRAFT_2120	-
TAG7703	-	-	-	-	-	-	-	-	-	fig|632335.8.peg.395|Calkr_0349	-	fig|632516.3.peg.2202|CallaDRAFT_2121	-
TAG7704	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2204	-
TAG7705	fig|1121259.3.peg.2576	-	-	-	-	-	-	-	-	fig|632335.8.peg.398|Calkr_0351	fig|632348.3.peg.2342|Calkro_2226	fig|632516.3.peg.2205|CallaDRAFT_2122	-
TAG7706	-	-	-	-	-	-	-	-	-	fig|632335.8.peg.402	-	fig|632516.3.peg.2207	-
TAG7707	-	fig|1214564.3.peg.971	fig|1387555.3.peg.114	fig|1387557.3.peg.626	-	fig|31899.10.peg.840|SAMN05216182_0682	-	fig|608506.3.peg.421|COB47_0374	-	fig|632335.8.peg.405|Calkr_0358	fig|632348.3.peg.2333|Calkro_2216	fig|632516.3.peg.2209|CallaDRAFT_2125	fig|632518.3.peg.285|Calow_0257
TAG7708	-	-	-	-	-	-	-	-	-	fig|632335.8.peg.407	-	fig|632516.3.peg.2211	-
TAG7709	fig|1121259.3.peg.1794	fig|1214564.3.peg.1230	-	-	-	-	fig|351627.8.peg.1649|Csac_1491	-	-	-	-	fig|632516.3.peg.2212|CallaDRAFT_2128	-
TAG7710	-	-	-	-	-	-	-	-	fig|632292.3.peg.1881|Calhy_1788	fig|632335.8.peg.1035|Calkr_0926	-	fig|632516.3.peg.2214|CallaDRAFT_2130	-
TAG7711	fig|1121259.3.peg.948	fig|1214564.3.peg.1222	-	fig|1387557.3.peg.1194	-	fig|31899.10.peg.1397|SAMN05216182_1202	fig|351627.8.peg.1657|Csac_1499	-	fig|632292.3.peg.1873|Calhy_1779	-	fig|632348.3.peg.1840|Calkro_1746	fig|632516.3.peg.2215|CallaDRAFT_2131	-
TAG7712	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.221|CallaDRAFT_0222	-
TAG7713	fig|1121259.3.peg.954	fig|1214564.3.peg.1216	-	fig|1387557.3.peg.1199	fig|1387569.3.peg.2483	fig|31899.10.peg.1402|SAMN05216182_1207	fig|351627.8.peg.1662|Csac_1504	fig|608506.3.peg.1672|COB47_1559	fig|632292.3.peg.1867|Calhy_1774	fig|632335.8.peg.1047|Calkr_0937	fig|632348.3.peg.1835|Calkro_1741	fig|632516.3.peg.2221|CallaDRAFT_2136	fig|632518.3.peg.807|Calow_0740
TAG7714	fig|1121259.3.peg.955	fig|1214564.3.peg.1215	-	fig|1387557.3.peg.1200	fig|1387569.3.peg.2484	fig|31899.10.peg.1403|SAMN05216182_1208	fig|351627.8.peg.1663|Csac_1505	fig|608506.3.peg.1671|COB47_1558	fig|632292.3.peg.1866|Calhy_1773	fig|632335.8.peg.1048|Calkr_0938	fig|632348.3.peg.1834|Calkro_1740	fig|632516.3.peg.2222|CallaDRAFT_2137	fig|632518.3.peg.808|Calow_0741
TAG7715	fig|1121259.3.peg.956	fig|1214564.3.peg.1214	fig|1387555.3.peg.1952	fig|1387557.3.peg.1201	fig|1387569.3.peg.2485	fig|31899.10.peg.1404|SAMN05216182_1209	fig|351627.8.peg.1664|Csac_1506	fig|608506.3.peg.1670|COB47_1557	fig|632292.3.peg.1865|Calhy_1772	fig|632335.8.peg.1049|Calkr_0939	fig|632348.3.peg.1833|Calkro_1739	fig|632516.3.peg.2223|CallaDRAFT_2138	fig|632518.3.peg.809|Calow_0742
TAG7716	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.222|CallaDRAFT_0223	-
TAG7717	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2230|CallaDRAFT_2145	-
TAG7718	fig|1121259.3.peg.780	fig|1214564.3.peg.1849	fig|1387555.3.peg.2365	fig|1387557.3.peg.825	fig|1387569.3.peg.757	fig|31899.10.peg.1006|SAMN05216182_0837	fig|351627.8.peg.914|Csac_0804	fig|608506.3.peg.586|COB47_0527	fig|632292.3.peg.2172|Calhy_2074	fig|632335.8.peg.2187|Calkr_2020	fig|632348.3.peg.2175|Calkro_2059	fig|632516.3.peg.2235|CallaDRAFT_2151	fig|632518.3.peg.488|Calow_0437
TAG7719	fig|1121259.3.peg.776	fig|1214564.3.peg.1854	fig|1387555.3.peg.2369	fig|1387557.3.peg.821	fig|1387569.3.peg.753	fig|31899.10.peg.1002|SAMN05216182_0833	fig|351627.8.peg.910|Csac_0800	fig|608506.3.peg.582|COB47_0523	fig|632292.3.peg.2176|Calhy_2078	fig|632335.8.peg.2191|Calkr_2024	fig|632348.3.peg.2179|Calkro_2063	fig|632516.3.peg.2239|CallaDRAFT_2155	fig|632518.3.peg.484|Calow_0433
TAG7720	fig|1121259.3.peg.771	fig|1214564.3.peg.1554	fig|1387555.3.peg.2375	fig|1387557.3.peg.813	fig|1387569.3.peg.744	fig|31899.10.peg.995|SAMN05216182_0827	fig|351627.8.peg.901|Csac_0793	fig|608506.3.peg.570|COB47_0511	fig|632292.3.peg.2183|Calhy_2084	fig|632335.8.peg.2199|Calkr_2032	fig|632348.3.peg.2184|Calkro_2069	fig|632516.3.peg.2244|CallaDRAFT_2161	fig|632518.3.peg.477|Calow_0427
TAG7721	-	-	-	-	fig|1387569.3.peg.155	fig|31899.10.peg.1418	-	fig|608506.3.peg.469	-	-	-	fig|632516.3.peg.2247|CallaDRAFT_2164	fig|632518.3.peg.649
TAG7722	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2248|CallaDRAFT_2165	-
TAG7723	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2249	-
TAG7724	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2252|CallaDRAFT_2168	-
TAG7725	fig|1121259.3.peg.483	fig|1214564.3.peg.2072	-	fig|1387557.3.peg.467	-	fig|31899.10.peg.605|SAMN05216182_0462	fig|351627.8.peg.485|Csac_0416	fig|608506.3.peg.227|COB47_0205	fig|632292.3.peg.2528|Calhy_2410	fig|632335.8.peg.231|Calkr_0184	fig|632348.3.peg.2496|Calkro_2371	fig|632516.3.peg.2254|CallaDRAFT_2170	fig|632518.3.peg.158|Calow_0144
TAG7726	fig|1121259.3.peg.478	fig|1214564.3.peg.1962	fig|1387555.3.peg.277	fig|1387557.3.peg.472	fig|1387569.3.peg.183	fig|31899.10.peg.610|SAMN05216182_0467	fig|351627.8.peg.135|Csac_0112	fig|608506.3.peg.232|COB47_0210	fig|632292.3.peg.2523|Calhy_2405	fig|632335.8.peg.236|Calkr_0189	fig|632348.3.peg.2491|Calkro_2366	fig|632516.3.peg.2259|CallaDRAFT_2175	fig|632518.3.peg.163|Calow_0149
TAG7727	fig|1121259.3.peg.477	fig|1214564.3.peg.1961	fig|1387555.3.peg.276	fig|1387557.3.peg.473	fig|1387569.3.peg.182	fig|31899.10.peg.611|SAMN05216182_0468	fig|351627.8.peg.136|Csac_0113	fig|608506.3.peg.233|COB47_0211	fig|632292.3.peg.2522|Calhy_2404	fig|632335.8.peg.237|Calkr_0190	fig|632348.3.peg.2490|Calkro_2365	fig|632516.3.peg.2260|CallaDRAFT_2176	fig|632518.3.peg.164|Calow_0150
TAG7728	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2266|CallaDRAFT_2182	-
TAG7729	fig|1121259.3.peg.469	fig|1214564.3.peg.1954	-	fig|1387557.3.peg.480	fig|1387569.3.peg.168	fig|31899.10.peg.618|SAMN05216182_0475	fig|351627.8.peg.143|Csac_0120	fig|608506.3.peg.240|COB47_0218	fig|632292.3.peg.2514|Calhy_2397	fig|632335.8.peg.245|Calkr_0197	fig|632348.3.peg.2482|Calkro_2358	fig|632516.3.peg.2268|CallaDRAFT_2184	fig|632518.3.peg.172|Calow_0157
TAG7730	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2269	-
TAG7731	fig|1121259.3.peg.977	fig|1214564.3.peg.642	fig|1387555.3.peg.1252	fig|1387557.3.peg.1225	fig|1387569.3.peg.1407	fig|31899.10.peg.1453|SAMN05216182_1251	fig|351627.8.peg.2331|Csac_2151	fig|608506.3.peg.1652|COB47_1539	fig|632292.3.peg.1849|Calhy_1756	fig|632335.8.peg.1070|Calkr_0960	fig|632348.3.peg.1800|Calkro_1708	fig|632516.3.peg.2271|CallaDRAFT_2188	fig|632518.3.peg.825|Calow_0758
TAG7732	fig|1121259.3.peg.980	fig|1214564.3.peg.639	fig|1387555.3.peg.1255	fig|1387557.3.peg.1228	fig|1387569.3.peg.1404	fig|31899.10.peg.1456|SAMN05216182_1254	fig|351627.8.peg.2328|Csac_2148	fig|608506.3.peg.1649|COB47_1536	fig|632292.3.peg.1846|Calhy_1753	fig|632335.8.peg.1073|Calkr_0963	fig|632348.3.peg.1797|Calkro_1705	fig|632516.3.peg.2274|CallaDRAFT_2191	fig|632518.3.peg.828|Calow_0761
TAG7733	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2277|CallaDRAFT_2194	-
TAG7734	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2278|CallaDRAFT_2195	-
TAG7735	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2286|CallaDRAFT_2203	-
TAG7736	-	-	-	-	-	-	-	-	-	fig|632335.8.peg.2000	-	fig|632516.3.peg.2288	-
TAG7737	-	-	-	-	-	-	-	-	-	fig|632335.8.peg.1999	-	fig|632516.3.peg.2289|CallaDRAFT_2205	-
TAG7738	-	fig|1214564.3.peg.312	fig|1387555.3.peg.2503	fig|1387557.3.peg.677	fig|1387569.3.peg.618	fig|31899.10.peg.886|SAMN05216182_0729	fig|351627.8.peg.1255|Csac_1116	fig|608506.3.peg.477|COB47_0426	fig|632292.3.peg.2296|Calhy_2192	fig|632335.8.peg.1998|Calkr_1845	fig|632348.3.peg.2282|Calkro_2167	fig|632516.3.peg.2290|CallaDRAFT_2206	fig|632518.3.peg.374|Calow_0331
TAG7739	fig|1121259.3.peg.2189	fig|1214564.3.peg.311	fig|1387555.3.peg.2502	fig|1387557.3.peg.678	fig|1387569.3.peg.619	fig|31899.10.peg.887|SAMN05216182_0730	fig|351627.8.peg.1256|Csac_1117	fig|608506.3.peg.478|COB47_0427	fig|632292.3.peg.2295|Calhy_2191	fig|632335.8.peg.1997|Calkr_1844	fig|632348.3.peg.2281|Calkro_2166	fig|632516.3.peg.2291|CallaDRAFT_2207	fig|632518.3.peg.375|Calow_0332
TAG7740	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2300|CallaDRAFT_2217	-
TAG7741	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2301|CallaDRAFT_2218	-
TAG7742	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2303|CallaDRAFT_2219	-
TAG7743	-	-	-	-	-	-	-	-	-	fig|632335.8.peg.737	-	fig|632516.3.peg.2305	-
TAG7744	-	-	-	-	-	-	-	-	-	fig|632335.8.peg.738|Calkr_0659	-	fig|632516.3.peg.2306|CallaDRAFT_2221	-
TAG7745	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2312|CallaDRAFT_2227	-
TAG7746	-	-	-	-	-	-	-	-	-	fig|632335.8.peg.746	-	fig|632516.3.peg.2314|CallaDRAFT_2229	-
TAG7747	-	-	-	-	-	-	-	-	-	fig|632335.8.peg.747	-	fig|632516.3.peg.2315	-
TAG7748	-	-	-	-	-	-	-	-	-	fig|632335.8.peg.748	-	fig|632516.3.peg.2316	-
TAG7749	-	-	-	-	-	-	-	-	-	fig|632335.8.peg.751	-	fig|632516.3.peg.2319|CallaDRAFT_2232	-
TAG7750	fig|1121259.3.peg.118	fig|1214564.3.peg.2333	fig|1387555.3.peg.1638	fig|1387557.3.peg.1520	fig|1387569.3.peg.1053	fig|31899.10.peg.1766|SAMN05216182_1556	fig|351627.8.peg.2021|Csac_1844	fig|608506.3.peg.1383|COB47_1278	fig|632292.3.peg.1534|Calhy_1447	fig|632335.8.peg.1384|Calkr_1262	fig|632348.3.peg.1504|Calkro_1422	fig|632516.3.peg.231|CallaDRAFT_0232	fig|632518.3.peg.1151|Calow_1070
TAG7751	fig|1121259.3.peg.2276	-	-	-	-	fig|31899.10.peg.2570	-	-	-	fig|632335.8.peg.754	-	fig|632516.3.peg.2323	-
TAG7752	fig|1121259.3.peg.2275	-	-	-	-	fig|31899.10.peg.2569|SAMN05216182_2335	-	-	-	fig|632335.8.peg.755|Calkr_0671	-	fig|632516.3.peg.2324|CallaDRAFT_2235	-
TAG7753	-	-	-	-	-	-	-	-	-	fig|632335.8.peg.756|Calkr_0672	-	fig|632516.3.peg.2325|CallaDRAFT_2236	-
TAG7754	fig|1121259.3.peg.2273	-	-	-	-	-	-	-	-	fig|632335.8.peg.757	-	fig|632516.3.peg.2326	-
TAG7755	-	-	-	-	-	-	-	-	-	fig|632335.8.peg.759	-	fig|632516.3.peg.2327	-
TAG7756	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2329|CallaDRAFT_2238	-
TAG7757	-	-	-	-	-	-	-	-	-	-	-	fig|632516.3.peg.2330|CallaDRAFT_2239	-
TAG7758	-	-	-	-	-	-	-	-	-	fig|632335.8.peg.2213	-	fig|632516.3.peg.2331	-
TAG7759	fig|1121259.3.peg.2104	fig|1214564.3.peg.379	fig|1387555.3.peg.470	fig|1387557.3.peg.357	fig|1387569.3.peg.369	fig|31899.10.peg.485|SAMN05216182_0355	fig|351627.8.peg.2709|Csac_2512	fig|608506.3.peg.98|COB47_0091	fig|632292.3.peg.108|Calhy_0101	fig|632335.8.peg.2214|Calkr_2047	fig|632348.3.peg.127|Calkro_0123	fig|632516.3.peg.2332|CallaDRAFT_2241	-
TAG7760	fig|1121259.3.peg.2090	fig|1214564.3.peg.1526	fig|1387555.3.peg.468	fig|1387557.3.peg.350	fig|1387569.3.peg.363	fig|31899.10.peg.481|SAMN05216182_0351	fig|351627.8.peg.2737|Csac_2538	fig|608506.3.peg.93|COB47_0086	fig|632292.3.peg.95|Calhy_0088	fig|632335.8.peg.2215|Calkr_2048	fig|632348.3.peg.109|Calkro_0105	fig|632516.3.peg.2333|CallaDRAFT_2242	fig|632518.3.peg.52|Calow_0049
TAG7761	fig|1121259.3.peg.1436	fig|1214564.3.peg.1831	-	-	fig|1387569.3.peg.776	fig|31899.10.peg.504|SAMN05216182_0374	fig|351627.8.peg.961|Csac_0848	fig|608506.3.peg.122|COB47_0113	-	fig|632335.8.peg.2216|Calkr_2049	fig|632348.3.peg.2061|Calkro_1956	fig|632516.3.peg.2334|CallaDRAFT_2243	-
